Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
3683,42,Female,Shirt,Clothing,60,Wyoming,M,Maroon,Fall,4.6,No,Venmo,Store Pickup,No,No,46,Venmo,Bi-Weekly
3685,29,Female,Skirt,Clothing,86,Pennsylvania,L,Charcoal,Spring,4.4,No,PayPal,Free Shipping,No,No,47,Credit Card,Bi-Weekly
3686,47,Female,Shorts,Clothing,42,Tennessee,L,Red,Summer,2.6,No,PayPal,Standard,No,No,17,Cash,Bi-Weekly
3688,34,Female,Shirt,Clothing,44,Arkansas,L,Lavender,Summer,2.9,No,PayPal,Next Day Air,No,No,28,Bank Transfer,Every 3 Months
3691,24,Female,Blouse,Clothing,23,Kansas,S,Violet,Fall,3.7,No,Venmo,Store Pickup,No,No,4,Bank Transfer,Bi-Weekly
3694,66,Female,Blouse,Clothing,46,South Dakota,M,Violet,Summer,4.7,No,Debit Card,2-Day Shipping,No,No,10,Venmo,Weekly
3695,45,Female,Sweater,Clothing,41,Rhode Island,M,Blue,Winter,2.6,No,Venmo,Express,No,No,11,PayPal,Bi-Weekly
3696,38,Female,Skirt,Clothing,33,Florida,M,White,Fall,4.6,No,Bank Transfer,Standard,No,No,18,Bank Transfer,Fortnightly
3697,63,Female,Blouse,Clothing,48,Connecticut,L,Turquoise,Fall,3.4,No,Venmo,Next Day Air,No,No,26,Bank Transfer,Annually
3698,55,Female,Hoodie,Clothing,66,Pennsylvania,L,Pink,Winter,3.0,No,PayPal,Standard,No,No,39,Cash,Weekly
3699,25,Female,Skirt,Clothing,54,California,XL,Maroon,Spring,4.0,No,Credit Card,2-Day Shipping,No,No,4,Venmo,Annually
3706,28,Female,Skirt,Clothing,65,Colorado,L,Teal,Summer,3.2,No,PayPal,Free Shipping,No,No,2,Debit Card,Annually
3709,40,Female,Hoodie,Clothing,96,South Carolina,M,Red,Fall,4.9,No,Bank Transfer,Express,No,No,41,PayPal,Monthly
3713,51,Female,Blouse,Clothing,72,Oregon,M,Turquoise,Spring,3.7,No,Venmo,2-Day Shipping,No,No,24,PayPal,Quarterly
3717,57,Female,Shirt,Clothing,53,Vermont,M,Charcoal,Fall,3.4,No,Bank Transfer,Next Day Air,No,No,42,Debit Card,Every 3 Months
3718,45,Female,T-shirt,Clothing,85,Maryland,XL,White,Summer,4.2,No,Venmo,Express,No,No,47,Bank Transfer,Every 3 Months
3719,36,Female,Pants,Clothing,50,Tennessee,L,Turquoise,Fall,2.9,No,Credit Card,Standard,No,No,44,Bank Transfer,Bi-Weekly
3720,20,Female,Pants,Clothing,91,Pennsylvania,M,Red,Summer,4.1,No,Cash,Free Shipping,No,No,8,Bank Transfer,Every 3 Months
3723,23,Female,Jacket,Outerwear,34,Kentucky,XL,Yellow,Fall,4.0,No,PayPal,Standard,No,No,1,Credit Card,Fortnightly
3729,62,Female,Jacket,Outerwear,31,Vermont,L,Red,Winter,3.0,No,Credit Card,Standard,No,No,1,Debit Card,Annually
3731,46,Female,Shirt,Clothing,79,Florida,M,Teal,Summer,2.5,No,Bank Transfer,2-Day Shipping,No,No,3,Credit Card,Bi-Weekly
3735,38,Female,Hoodie,Clothing,88,California,M,Beige,Spring,3.4,No,Venmo,Next Day Air,No,No,33,Debit Card,Every 3 Months
3737,42,Female,Jeans,Clothing,56,Idaho,M,Red,Spring,4.6,No,Cash,Store Pickup,No,No,2,PayPal,Every 3 Months
3739,34,Female,Shorts,Clothing,45,Delaware,M,Brown,Spring,2.7,No,Credit Card,Free Shipping,No,No,48,Cash,Fortnightly
3741,42,Female,Pants,Clothing,96,Virginia,M,Silver,Summer,2.6,No,Cash,Store Pickup,No,No,26,Debit Card,Bi-Weekly
3742,58,Female,Shirt,Clothing,96,Arizona,M,Purple,Spring,3.2,No,Venmo,2-Day Shipping,No,No,26,Debit Card,Bi-Weekly
3743,56,Female,Shirt,Clothing,80,Maryland,M,Gray,Fall,4.4,No,Debit Card,Standard,No,No,50,Credit Card,Bi-Weekly
3744,62,Female,Pants,Clothing,28,Idaho,L,Cyan,Fall,3.6,No,Credit Card,Free Shipping,No,No,36,Debit Card,Quarterly
3745,24,Female,Hoodie,Clothing,51,New Jersey,M,Gray,Summer,2.7,No,Venmo,Next Day Air,No,No,26,Bank Transfer,Fortnightly
3748,26,Female,Sweater,Clothing,53,Rhode Island,L,Olive,Spring,4.3,No,Credit Card,Store Pickup,No,No,32,Bank Transfer,Bi-Weekly
3750,24,Female,Blouse,Clothing,95,Alaska,L,Yellow,Winter,2.9,No,Debit Card,2-Day Shipping,No,No,38,Venmo,Every 3 Months
3751,42,Female,Hoodie,Clothing,88,Arizona,M,Gold,Fall,3.1,No,Debit Card,Free Shipping,No,No,5,PayPal,Monthly
3756,64,Female,Skirt,Clothing,93,Pennsylvania,M,Peach,Fall,3.4,No,Bank Transfer,Free Shipping,No,No,26,Credit Card,Monthly
3757,64,Female,Skirt,Clothing,69,South Carolina,L,Teal,Spring,4.8,No,Credit Card,Express,No,No,42,Debit Card,Bi-Weekly
3758,61,Female,Skirt,Clothing,44,California,L,Red,Fall,4.5,No,Debit Card,2-Day Shipping,No,No,33,Cash,Weekly
3763,65,Female,Shorts,Clothing,94,New York,L,Green,Fall,2.9,No,Venmo,Store Pickup,No,No,13,PayPal,Annually
3764,27,Female,Shirt,Clothing,24,Oklahoma,XL,Red,Winter,4.5,No,PayPal,Standard,No,No,38,Cash,Every 3 Months
3768,59,Female,Shorts,Clothing,51,New York,XL,Black,Summer,3.1,No,Venmo,Free Shipping,No,No,10,Bank Transfer,Fortnightly
3769,50,Female,Sweater,Clothing,35,Vermont,M,Yellow,Winter,4.0,No,PayPal,Free Shipping,No,No,34,Bank Transfer,Quarterly
3771,23,Female,Pants,Clothing,42,Montana,L,Black,Summer,4.0,No,Credit Card,Store Pickup,No,No,34,Bank Transfer,Weekly
3772,21,Female,T-shirt,Clothing,86,Oklahoma,M,Red,Winter,2.6,No,Bank Transfer,Express,No,No,28,Venmo,Bi-Weekly
3773,44,Female,Pants,Clothing,26,New Hampshire,L,Yellow,Fall,3.1,No,Cash,Next Day Air,No,No,35,Cash,Annually
3774,25,Female,Sweater,Clothing,60,Wisconsin,M,Violet,Summer,3.5,No,Bank Transfer,Store Pickup,No,No,41,Cash,Quarterly
3778,43,Female,Shorts,Clothing,65,Utah,M,Maroon,Fall,4.3,No,Debit Card,Express,No,No,9,Cash,Weekly
3780,60,Female,Jeans,Clothing,75,California,XL,Lavender,Spring,4.0,No,Venmo,Express,No,No,45,PayPal,Annually
3783,40,Female,Jacket,Outerwear,45,Alabama,L,Orange,Spring,2.8,No,Cash,Free Shipping,No,No,42,PayPal,Fortnightly
3786,64,Female,Jeans,Clothing,94,New Hampshire,L,Lavender,Winter,3.8,No,Debit Card,Standard,No,No,6,Cash,Monthly
3788,37,Female,Blouse,Clothing,80,New York,M,Pink,Fall,3.6,No,PayPal,2-Day Shipping,No,No,46,PayPal,Every 3 Months
3790,56,Female,Shirt,Clothing,75,North Dakota,M,Magenta,Summer,3.8,No,Debit Card,Express,No,No,18,Bank Transfer,Every 3 Months
3797,40,Female,Shorts,Clothing,81,Utah,M,Lavender,Fall,3.2,No,Credit Card,Free Shipping,No,No,47,Bank Transfer,Quarterly
3800,60,Female,Jacket,Outerwear,26,Oklahoma,L,Violet,Winter,2.6,No,PayPal,Store Pickup,No,No,13,Credit Card,Monthly
3801,19,Female,Sweater,Clothing,26,Vermont,M,Turquoise,Fall,4.8,No,Venmo,Next Day Air,No,No,12,Venmo,Bi-Weekly
3802,26,Female,Blouse,Clothing,84,Kentucky,M,Peach,Spring,5.0,No,PayPal,Store Pickup,No,No,36,PayPal,Fortnightly
3808,38,Female,Blouse,Clothing,39,Michigan,L,Peach,Spring,2.9,No,PayPal,Next Day Air,No,No,36,PayPal,Annually
3811,46,Female,Skirt,Clothing,79,Wisconsin,L,Peach,Fall,3.9,No,Debit Card,Free Shipping,No,No,29,Venmo,Monthly
3813,50,Female,Skirt,Clothing,75,Michigan,M,Pink,Spring,2.8,No,PayPal,Next Day Air,No,No,7,Bank Transfer,Every 3 Months
3814,61,Female,Pants,Clothing,89,Georgia,M,Orange,Summer,4.1,No,Credit Card,Express,No,No,31,Venmo,Bi-Weekly
3820,36,Female,Pants,Clothing,99,Arkansas,S,Gold,Spring,2.9,No,PayPal,Express,No,No,45,Cash,Quarterly
3824,50,Female,Shirt,Clothing,42,California,M,Gold,Summer,3.0,No,Bank Transfer,Standard,No,No,27,Bank Transfer,Weekly
3825,54,Female,Shorts,Clothing,26,Georgia,M,Olive,Summer,4.0,No,Credit Card,Free Shipping,No,No,31,Credit Card,Quarterly
3826,49,Female,Shorts,Clothing,35,Hawaii,L,Green,Fall,4.1,No,Bank Transfer,Express,No,No,47,Debit Card,Fortnightly
3827,50,Female,Jacket,Outerwear,31,Montana,M,Gray,Summer,4.0,No,Bank Transfer,Express,No,No,25,Bank Transfer,Annually
3829,42,Female,Blouse,Clothing,82,Mississippi,M,Charcoal,Spring,3.4,No,Venmo,Free Shipping,No,No,8,Cash,Weekly
3830,69,Female,Pants,Clothing,32,Washington,M,Indigo,Spring,2.9,No,Credit Card,Free Shipping,No,No,32,Debit Card,Fortnightly
3834,44,Female,Jacket,Outerwear,93,Arizona,L,Gray,Summer,4.6,No,Cash,Free Shipping,No,No,17,PayPal,Every 3 Months
3835,43,Female,Hoodie,Clothing,59,Tennessee,M,Magenta,Winter,4.1,No,Debit Card,2-Day Shipping,No,No,17,Cash,Quarterly
3837,62,Female,Skirt,Clothing,84,Alaska,M,Violet,Spring,2.5,No,Venmo,Free Shipping,No,No,38,PayPal,Fortnightly
3838,45,Female,Hoodie,Clothing,100,New Mexico,M,Green,Spring,4.8,No,Debit Card,Free Shipping,No,No,33,Bank Transfer,Fortnightly
3841,30,Female,Jeans,Clothing,42,Idaho,M,Turquoise,Spring,3.7,No,Debit Card,Express,No,No,5,Venmo,Fortnightly
3842,68,Female,Jeans,Clothing,57,Mississippi,L,Pink,Fall,4.2,No,Cash,2-Day Shipping,No,No,8,Bank Transfer,Monthly
3843,35,Female,Jacket,Outerwear,84,Colorado,L,Lavender,Winter,4.2,No,Cash,Next Day Air,No,No,42,Debit Card,Monthly
3845,30,Female,Shorts,Clothing,87,Montana,S,Cyan,Fall,5.0,No,Credit Card,Next Day Air,No,No,40,Venmo,Quarterly
3846,58,Female,Sweater,Clothing,52,California,M,Green,Winter,4.9,No,Venmo,Standard,No,No,46,Venmo,Annually
3847,57,Female,Blouse,Clothing,58,Pennsylvania,L,Orange,Summer,4.0,No,Credit Card,Express,No,No,40,PayPal,Every 3 Months
3848,60,Female,Sweater,Clothing,34,Delaware,S,Blue,Fall,3.2,No,Credit Card,2-Day Shipping,No,No,31,PayPal,Fortnightly
3850,46,Female,Hoodie,Clothing,68,Florida,S,Cyan,Winter,2.6,No,Venmo,Express,No,No,36,PayPal,Fortnightly
3855,57,Female,T-shirt,Clothing,20,Florida,M,Black,Spring,4.2,No,Venmo,Free Shipping,No,No,4,Venmo,Annually
3856,40,Female,Shirt,Clothing,61,Illinois,XL,Lavender,Summer,4.4,No,Debit Card,Next Day Air,No,No,36,Cash,Quarterly
3859,30,Female,T-shirt,Clothing,77,Missouri,M,Olive,Winter,3.5,No,PayPal,Store Pickup,No,No,26,Credit Card,Quarterly
3860,65,Female,Shorts,Clothing,88,Mississippi,S,Blue,Fall,3.0,No,Credit Card,2-Day Shipping,No,No,47,Bank Transfer,Bi-Weekly
3862,64,Female,Jacket,Outerwear,57,Wyoming,M,Yellow,Spring,4.9,No,Venmo,Standard,No,No,49,Credit Card,Monthly
3863,56,Female,Shirt,Clothing,49,Idaho,L,Turquoise,Winter,2.8,No,PayPal,Next Day Air,No,No,9,Venmo,Monthly
3865,55,Female,T-shirt,Clothing,99,Wyoming,S,Blue,Winter,4.9,No,Bank Transfer,Express,No,No,1,Debit Card,Fortnightly
3866,25,Female,Shorts,Clothing,42,Nebraska,M,Olive,Spring,4.2,No,Cash,Store Pickup,No,No,28,Cash,Every 3 Months
3868,46,Female,Jacket,Outerwear,21,Maryland,L,Lavender,Summer,2.7,No,Cash,Standard,No,No,28,Credit Card,Monthly
3872,55,Female,T-shirt,Clothing,97,Minnesota,M,Black,Fall,4.1,No,Credit Card,2-Day Shipping,No,No,20,Bank Transfer,Every 3 Months
3873,41,Female,Jacket,Outerwear,94,New Hampshire,M,Green,Spring,4.3,No,Cash,Standard,No,No,3,Cash,Monthly
3875,70,Female,Sweater,Clothing,54,Nevada,XL,Beige,Summer,3.9,No,Cash,2-Day Shipping,No,No,33,Credit Card,Bi-Weekly
3878,28,Female,Hoodie,Clothing,96,Nevada,M,Olive,Spring,4.2,No,Venmo,Next Day Air,No,No,46,Debit Card,Monthly
3880,26,Female,Skirt,Clothing,63,Florida,L,Maroon,Winter,4.1,No,Cash,Free Shipping,No,No,6,Debit Card,Quarterly
3881,42,Female,Shirt,Clothing,20,Massachusetts,M,Red,Winter,3.9,No,Credit Card,Free Shipping,No,No,40,PayPal,Monthly
3883,35,Female,Pants,Clothing,95,North Dakota,L,Blue,Fall,2.6,No,Credit Card,Free Shipping,No,No,24,Cash,Fortnightly
3888,40,Female,Shirt,Clothing,34,Kansas,M,Charcoal,Spring,2.7,No,PayPal,Express,No,No,1,Credit Card,Quarterly
3891,35,Female,Shirt,Clothing,81,Nebraska,XL,Green,Winter,2.6,No,Credit Card,Standard,No,No,33,Debit Card,Annually
3895,66,Female,Skirt,Clothing,78,Connecticut,L,White,Spring,3.9,No,Cash,2-Day Shipping,No,No,44,Credit Card,Every 3 Months
3896,40,Female,Hoodie,Clothing,28,Virginia,L,Turquoise,Summer,4.2,No,Cash,2-Day Shipping,No,No,32,Venmo,Weekly
1,55,Male,Blouse,Clothing,53,Kentucky,L,Gray,Winter,3.1,Yes,Venmo,Express,Yes,Yes,14,,Fortnightly
2,19,Male,Sweater,Clothing,64,Maine,L,Maroon,Winter,3.1,Yes,Cash,Express,Yes,Yes,2,,Fortnightly
3,50,Male,Jeans,Clothing,73,Massachusetts,S,Maroon,Spring,3.1,Yes,Credit Card,Free Shipping,Yes,Yes,23,,Weekly
5,45,Male,Blouse,Clothing,49,Oregon,M,Turquoise,Spring,2.7,Yes,PayPal,Free Shipping,Yes,Yes,31,,Annually
7,63,Male,Shirt,Clothing,85,Montana,M,Gray,Fall,3.2,Yes,Cash,Free Shipping,Yes,Yes,49,,Quarterly
8,27,Male,Shorts,Clothing,34,Louisiana,L,Charcoal,Winter,3.2,Yes,Credit Card,Free Shipping,Yes,Yes,19,,Weekly
12,30,Male,Shorts,Clothing,68,Hawaii,S,Olive,Winter,4.9,Yes,Bank Transfer,Store Pickup,Yes,Yes,10,,Fortnightly
16,64,Male,Skirt,Clothing,81,Rhode Island,M,Teal,Winter,2.8,Yes,PayPal,Store Pickup,Yes,Yes,8,,Monthly
19,52,Male,Sweater,Clothing,48,Montana,S,Black,Summer,4.6,Yes,Cash,Free Shipping,Yes,Yes,17,,Weekly
20,66,Male,Pants,Clothing,90,Rhode Island,M,Green,Summer,3.3,Yes,Debit Card,Standard,Yes,Yes,46,,Bi-Weekly
21,21,Male,Pants,Clothing,51,Louisiana,M,Black,Winter,2.8,Yes,Cash,Express,Yes,Yes,50,,Every 3 Months
22,31,Male,Pants,Clothing,62,North Carolina,M,Charcoal,Winter,4.1,Yes,Debit Card,Store Pickup,Yes,Yes,22,,Quarterly
23,56,Male,Pants,Clothing,37,California,M,Peach,Summer,3.2,Yes,Debit Card,Store Pickup,Yes,Yes,32,,Annually
24,31,Male,Pants,Clothing,88,Oklahoma,XL,White,Winter,4.4,Yes,Credit Card,Express,Yes,Yes,40,,Weekly
25,18,Male,Jacket,Outerwear,22,Florida,M,Green,Fall,2.9,Yes,Debit Card,Store Pickup,Yes,Yes,16,,Weekly
26,18,Male,Hoodie,Clothing,25,Texas,M,Silver,Summer,3.6,Yes,PayPal,Express,Yes,Yes,14,,Annually
28,56,Male,Shorts,Clothing,56,Kentucky,L,Cyan,Summer,5.0,Yes,Bank Transfer,Next Day Air,Yes,Yes,7,,Every 3 Months
33,36,Male,Jacket,Outerwear,67,Kansas,M,Silver,Summer,4.9,Yes,Venmo,Free Shipping,Yes,Yes,37,,Annually
34,54,Male,Pants,Clothing,38,Colorado,L,Green,Summer,3.3,Yes,Cash,Store Pickup,Yes,Yes,45,,Quarterly
35,36,Male,T-shirt,Clothing,91,North Dakota,L,Violet,Spring,4.6,Yes,PayPal,2-Day Shipping,Yes,Yes,38,,Quarterly
36,54,Male,Blouse,Clothing,33,Massachusetts,M,Cyan,Summer,4.0,Yes,Credit Card,2-Day Shipping,Yes,Yes,48,,Bi-Weekly
37,35,Male,T-shirt,Clothing,69,Illinois,M,Maroon,Winter,4.6,Yes,PayPal,Free Shipping,Yes,Yes,44,,Fortnightly
38,35,Male,Jeans,Clothing,45,Indiana,S,Cyan,Summer,2.8,Yes,PayPal,Store Pickup,Yes,Yes,10,,Weekly
40,70,Male,Pants,Clothing,60,Arizona,S,Turquoise,Summer,4.2,Yes,Credit Card,Express,Yes,Yes,18,,Monthly
47,57,Male,Shirt,Clothing,43,California,L,White,Summer,2.9,Yes,Cash,Store Pickup,Yes,Yes,45,,Quarterly
49,42,Male,Shirt,Clothing,55,Nevada,M,Orange,Summer,2.7,Yes,Cash,Store Pickup,Yes,Yes,38,,Monthly
50,68,Male,Hoodie,Clothing,30,New Jersey,S,Indigo,Spring,4.6,Yes,Debit Card,Next Day Air,Yes,Yes,34,,Bi-Weekly
51,49,Male,Blouse,Clothing,28,Maryland,M,Red,Spring,3.7,Yes,Debit Card,Store Pickup,Yes,Yes,39,,Bi-Weekly
52,59,Male,Skirt,Clothing,59,Vermont,XL,Gray,Winter,4.7,Yes,Credit Card,2-Day Shipping,Yes,Yes,7,,Quarterly
53,42,Male,T-shirt,Clothing,20,Alaska,M,Green,Summer,2.6,Yes,Credit Card,Free Shipping,Yes,Yes,26,,Weekly
54,29,Male,Skirt,Clothing,24,Mississippi,S,Peach,Winter,3.9,Yes,Credit Card,Next Day Air,Yes,Yes,35,,Weekly
56,40,Male,Jacket,Outerwear,28,South Carolina,M,Lavender,Winter,3.0,Yes,Credit Card,2-Day Shipping,Yes,Yes,49,,Annually
59,69,Male,Hoodie,Clothing,54,Missouri,M,Charcoal,Summer,4.2,Yes,Venmo,Free Shipping,Yes,Yes,29,,Monthly
61,50,Male,Sweater,Clothing,37,Idaho,L,Brown,Summer,4.0,Yes,Cash,Express,Yes,Yes,17,,Weekly
67,31,Male,Blouse,Clothing,94,Pennsylvania,S,Magenta,Winter,4.7,Yes,Venmo,2-Day Shipping,Yes,Yes,3,,Every 3 Months
74,48,Male,Pants,Clothing,85,Hawaii,M,Teal,Spring,2.7,Yes,Bank Transfer,Free Shipping,Yes,Yes,43,,Bi-Weekly
79,50,Male,Skirt,Clothing,91,Nebraska,M,Maroon,Spring,4.7,Yes,Venmo,Free Shipping,Yes,Yes,50,,Fortnightly
80,38,Male,Jacket,Outerwear,96,Iowa,M,Olive,Winter,2.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,43,,Every 3 Months
83,19,Male,Pants,Clothing,28,Georgia,S,Olive,Spring,4.0,Yes,Credit Card,2-Day Shipping,Yes,Yes,21,,Every 3 Months
87,24,Male,Hoodie,Clothing,41,Nevada,L,Pink,Spring,3.7,Yes,Cash,2-Day Shipping,Yes,Yes,47,,Bi-Weekly
89,33,Male,T-shirt,Clothing,47,Wyoming,M,Orange,Fall,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,35,,Monthly
90,47,Male,Jacket,Outerwear,83,California,XL,Pink,Fall,3.6,Yes,Cash,Next Day Air,Yes,Yes,15,,Quarterly
93,61,Male,Jacket,Outerwear,87,Texas,M,Olive,Winter,4.4,Yes,Venmo,2-Day Shipping,Yes,Yes,13,,Every 3 Months
94,37,Male,Sweater,Clothing,62,Florida,M,Purple,Fall,4.5,Yes,Credit Card,Standard,Yes,Yes,46,,Weekly
95,58,Male,Skirt,Clothing,76,Nevada,S,Silver,Spring,4.6,Yes,Credit Card,Free Shipping,Yes,Yes,28,,Weekly
99,20,Male,Jeans,Clothing,67,New York,XL,Teal,Spring,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,20,,Annually
100,26,Male,Hoodie,Clothing,40,Missouri,XL,Indigo,Summer,3.7,Yes,Debit Card,Express,Yes,Yes,33,,Quarterly
107,64,Male,Jacket,Outerwear,35,Minnesota,L,White,Summer,3.7,Yes,Credit Card,Standard,Yes,Yes,31,,Monthly
110,58,Male,T-shirt,Clothing,85,Alabama,M,Violet,Spring,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,43,,Fortnightly
116,53,Male,Skirt,Clothing,94,Wyoming,M,Gray,Spring,3.8,Yes,Debit Card,Standard,Yes,Yes,48,,Every 3 Months
119,50,Male,Sweater,Clothing,45,Kentucky,L,Orange,Fall,4.8,Yes,Cash,2-Day Shipping,Yes,Yes,27,,Bi-Weekly
122,19,Male,Shorts,Clothing,72,Virginia,M,Olive,Winter,4.2,Yes,Cash,Standard,Yes,Yes,11,,Fortnightly
124,57,Male,Sweater,Clothing,89,Louisiana,L,Brown,Fall,3.1,Yes,Cash,Free Shipping,Yes,Yes,46,,Weekly
125,44,Male,Sweater,Clothing,86,Nevada,M,Gray,Spring,3.1,Yes,PayPal,Next Day Air,Yes,Yes,50,,Annually
126,49,Male,Shorts,Clothing,54,California,M,Indigo,Winter,3.6,Yes,Venmo,Next Day Air,Yes,Yes,45,,Every 3 Months
127,43,Male,Shorts,Clothing,36,Mississippi,L,Pink,Spring,3.9,Yes,Cash,Store Pickup,Yes,Yes,48,,Every 3 Months
128,24,Male,Sweater,Clothing,89,Mississippi,M,Gray,Winter,4.8,Yes,Credit Card,Next Day Air,Yes,Yes,26,,Weekly
132,28,Male,Skirt,Clothing,29,Maine,L,Indigo,Summer,3.9,Yes,Credit Card,Standard,Yes,Yes,46,,Weekly
134,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Venmo,Next Day Air,Yes,Yes,25,,Annually
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Debit Card,Free Shipping,Yes,Yes,4,,Quarterly
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,42,,Weekly
141,63,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,50,,Weekly
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Credit Card,Free Shipping,Yes,Yes,33,,Fortnightly
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4.0,Yes,Venmo,Standard,Yes,Yes,21,,Fortnightly
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,PayPal,Free Shipping,Yes,Yes,14,,Monthly
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,Venmo,Express,Yes,Yes,42,,Annually
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Debit Card,Standard,Yes,Yes,22,,Annually
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4.0,Yes,Debit Card,Standard,Yes,Yes,40,,Annually
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Bank Transfer,Standard,Yes,Yes,50,,Monthly
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Debit Card,Standard,Yes,Yes,8,,Weekly
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,PayPal,Standard,Yes,Yes,3,,Every 3 Months
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Venmo,Store Pickup,Yes,Yes,46,,Bi-Weekly
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Credit Card,Store Pickup,Yes,Yes,4,,Weekly
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,47,,Monthly
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,PayPal,2-Day Shipping,Yes,Yes,21,,Quarterly
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,4,,Weekly
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,26,,Weekly
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,34,,Fortnightly
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Bank Transfer,Express,Yes,Yes,5,,Bi-Weekly
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Credit Card,Next Day Air,Yes,Yes,4,,Weekly
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Credit Card,Free Shipping,Yes,Yes,34,,Monthly
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,,Annually
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,PayPal,Standard,Yes,Yes,25,,Weekly
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Venmo,Free Shipping,Yes,Yes,6,,Fortnightly
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Credit Card,Store Pickup,Yes,Yes,17,,Monthly
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Yes,PayPal,2-Day Shipping,Yes,Yes,6,,Fortnightly
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,45,,Fortnightly
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Cash,Next Day Air,Yes,Yes,41,,Every 3 Months
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Venmo,Free Shipping,Yes,Yes,21,,Weekly
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,8,,Quarterly
224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,PayPal,Free Shipping,Yes,Yes,34,,Annually
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Bank Transfer,Next Day Air,Yes,Yes,11,,Annually
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Venmo,Standard,Yes,Yes,25,,Fortnightly
232,28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,Debit Card,2-Day Shipping,Yes,Yes,18,,Every 3 Months
234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,Bank Transfer,Next Day Air,Yes,Yes,27,,Every 3 Months
239,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Cash,Free Shipping,Yes,Yes,5,,Annually
240,49,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,Yes,Credit Card,Express,Yes,Yes,47,,Bi-Weekly
